NDB_No	Nutr_No	Flav_Val (mg Per 100g)
1103	749	0.82
1103	750	0
1103	751	0.26
1103	752	0
1103	753	0
1103	770	0
1103	773	0
1103	786	0
1103	788	0.05
1103	789	0.12
1103	794	0
2007	770	78.65
2007	773	762.4
2023	762	0
2023	770	3.5
2023	773	0
2023	786	0
2023	789	0
2029	770	4503.5
2029	773	19.75
2029	785	331.24
2029	786	0
2029	789	0
2037	786	205.48
2044	759	0
2044	770	0
2044	773	0
2044	785	0
2044	786	0
2044	789	0
2045	759	0
2045	770	0
2045	773	0
2045	785	43.5
2045	786	13.33
2045	788	0.7
2045	789	55.15
2049	759	0
2049	762	0
2049	770	2.5
2049	773	45.25
2049	785	0
2049	786	0
2049	789	0
2054	786	131.34
2054	789	172.55
2063	759	0
2063	762	24.86
2063	770	0.55
2063	773	2
2063	785	0
2063	786	0
2063	789	0
2064	758	30.92
2064	759	10.16
2064	770	5.39
2064	773	12.66
2064	785	0
2064	786	0
2064	789	0
4053	770	0.09
4053	773	0.12
6159	786	0
6159	789	0.14
6931	786	0.01
6931	789	0.91
9001	731	15.71
9001	743	6.84
9001	770	0
9001	773	0
9001	786	1.05
9001	788	0
9001	789	4.74
9003	731	1.57
9003	740	0
9003	741	0
9003	742	0
9003	743	0
9003	745	0.02
9003	749	1.3
9003	750	0.26
9003	751	7.53
9003	752	0.01
9003	753	0.19
9003	759	0
9003	762	0
9003	770	0
9003	773	0.12
9003	786	0.14
9003	788	0
9003	789	4.01
9003	794	0
9004	731	2.17
9004	740	0
9004	741	0.01
9004	742	0
9004	743	0.01
9004	745	0
9004	749	1.23
9004	750	0.14
9004	751	6.25
9004	752	0
9004	753	0.03
9004	759	0
9004	762	0
9004	770	0
9004	773	0.01
9004	786	0.01
9004	788	0.01
9004	789	1.05
9004	794	0
9016	731	0.02
9016	749	1.25
9016	750	0
9016	751	4.71
9016	752	0
9016	753	0
9016	758	0
9016	759	0
9016	762	0
9016	770	0
9016	773	0
9016	786	0
9016	788	0.01
9016	789	0.58
9016	794	0
9019	749	0.69
9019	750	0
9019	751	5.41
9019	752	0
9019	753	0
9019	770	0
9019	773	0
9019	786	0
9019	788	0
9019	789	2
9019	794	0
9021	749	3.67
9021	750	0
9021	751	4.74
9021	752	0
9021	753	0
9021	770	0
9021	773	0
9021	786	0.63
9021	788	0
9021	789	1.63
9021	794	0
9023	770	0
9023	773	0
9023	786	0
9023	788	0
9023	789	0
9037	731	0.33
9037	740	0
9037	741	0
9037	742	0
9037	743	0
9037	745	0
9037	749	0
9037	750	0
9037	751	0.37
9037	752	0
9037	753	0.15
9037	759	0
9037	762	0
9037	770	0
9037	773	0
9037	786	0
9037	788	0
9037	789	0
9037	794	0
9040	731	0
9040	740	0
9040	741	0
9040	742	0
9040	743	0
9040	745	0
9040	749	6.1
9040	750	0
9040	751	0.02
9040	752	0
9040	753	0
9040	759	0
9040	762	0
9040	770	0
9040	773	0
9040	786	0.11
9040	788	0.01
9040	789	0.06
9040	794	0
9042	731	99.95
9042	740	0
9042	741	0
9042	742	0
9042	743	0.45
9042	745	0.21
9042	749	37.06
9042	750	0.1
9042	751	4.66
9042	752	0
9042	753	0.68
9042	759	0
9042	762	0
9042	770	0
9042	773	0
9042	786	0.27
9042	788	0.67
9042	789	3.58
9042	794	0
9050	731	8.46
9050	740	31.53
9050	741	35.43
9050	742	67.59
9050	743	0
9050	745	20.29
9050	749	5.29
9050	750	0.66
9050	751	0.62
9050	752	0
9050	753	0
9050	759	0
9050	762	0
9050	770	0
9050	773	0.2
9050	786	1.66
9050	788	1.3
9050	789	7.67
9050	794	0.12
9054	731	4.36
9054	740	18.16
9054	741	21.59
9054	742	49.65
9054	743	0.02
9054	745	0.47
9054	770	0.01
9054	773	1.8
9054	786	1.1
9054	788	1.76
9054	789	4.64
9063	731	32.57
9063	745	0.87
9063	749	0.3
9063	751	3.83
9063	770	0
9063	773	0
9063	785	0.72
9063	786	0.24
9063	788	0
9063	789	1.47
9068	731	10.13
9068	743	0
9068	745	1.11
9068	785	2.64
9068	786	0.15
9068	789	0.13
9070	731	30.21
9070	740	0
9070	741	0
9070	742	0
9070	743	0.27
9070	745	1.5
9070	749	4.36
9070	750	0.34
9070	751	5
9070	752	0.05
9070	753	0
9070	759	0
9070	762	0
9070	770	0
9070	773	0
9070	785	0.05
9070	786	0.24
9070	788	0.05
9070	789	2.29
9070	794	0
9078	731	46.43
9078	740	0
9078	741	7.67
9078	742	0.44
9078	743	0.32
9078	745	49.16
9078	749	0.39
9078	750	0.74
9078	751	4.37
9078	752	0
9078	753	0.97
9078	759	0
9078	762	0
9078	770	0
9078	786	0.12
9078	788	6.63
9078	789	14.84
9078	794	0
9079	731	0.6
9079	741	0.1
9079	743	0.02
9079	770	0.01
9079	773	0.02
9079	786	0.01
9079	788	2.4
9079	789	4.5
9081	731	0.1
9081	741	0.02
9081	743	0.02
9081	770	0.01
9081	773	0.02
9081	786	0.01
9081	788	2.7
9081	789	2.4
9083	731	62.46
9083	740	3.87
9083	741	89.62
9083	743	1.17
9083	745	0.66
9083	749	0.7
9083	750	0
9083	751	0.47
9083	752	0
9083	753	0
9083	770	0
9083	773	0
9083	785	0.12
9083	786	0.71
9083	788	6.18
9083	789	4.45
9083	794	0
9086	749	0.58
9086	750	0
9086	751	5.63
9086	752	0.04
9086	753	0
9086	794	0
9087	731	1.7
9087	740	0
9087	741	0
9087	742	0
9087	743	0
9087	745	0
9087	749	0
9087	750	0
9087	751	0
9087	752	0
9087	753	0
9087	759	0
9087	762	0
9087	770	0
9087	773	0
9087	788	0
9087	789	0.93
9087	794	0
9088	731	485.26
9088	740	0
9088	741	0
9088	743	0.02
9088	785	5.42
9088	786	0.58
9088	789	26.77
9089	731	0.5
9089	740	0
9089	741	0
9089	742	0
9089	743	0.01
9089	745	0
9089	749	1.59
9089	750	0
9089	751	0.5
9089	752	0
9089	753	0
9089	759	0
9089	762	0
9089	770	0
9089	773	0
9089	786	0
9089	788	0
9089	789	5.47
9089	794	0
9107	731	8.73
9107	741	0.01
9107	745	0.77
9107	749	1.67
9107	750	0
9107	751	0
9107	752	0
9107	753	0
9107	770	0
9107	773	0
9107	786	0.88
9107	788	0
9107	789	1.23
9107	794	0.44
9112	731	0
9112	740	0
9112	741	0
9112	742	0
9112	743	0
9112	745	0
9112	749	0
9112	750	0
9112	751	0
9112	752	0
9112	753	0
9112	759	0.35
9112	762	32.64
9112	770	0
9112	773	0.6
9112	786	0.01
9112	788	0.01
9112	789	0.33
9112	794	0
9116	759	0.64
9116	762	21.34
9116	770	0
9116	773	0
9116	786	0
9116	788	0
9116	789	0
9123	731	0
9123	758	0.16
9123	759	0.81
9123	762	18.01
9123	789	0.36
9126	762	31.18
9128	758	0.65
9128	759	2.35
9128	762	18.23
9128	770	0
9128	773	0
9128	786	0
9128	788	0.05
9128	789	0.4
9135	731	0.89
9135	740	1.02
9135	741	1.92
9135	742	11.17
9135	743	0.02
9135	745	1.06
9135	749	0.82
9135	751	0.56
9135	770	0.01
9135	773	0.01
9135	786	0.01
9135	788	0.7
9135	789	0.72
9146	749	3.21
9146	751	0.31
9146	789	1.26
9148	731	0
9148	740	0
9148	741	0
9148	742	0
9148	743	0
9148	745	0
9148	749	0
9148	750	0
9148	751	0.27
9148	752	0.01
9148	753	0.09
9148	759	0
9148	762	0
9148	770	0
9148	773	0.74
9148	786	1.03
9148	788	0
9148	789	0.04
9148	794	0
9149	762	57.39
9149	770	21.87
9150	758	21.36
9150	759	27.9
9150	762	0.55
9150	770	0
9150	773	1.9
9150	786	0.03
9150	788	0.5
9150	789	1.14
9152	749	0
9152	758	4.88
9152	759	14.47
9152	762	1.38
9152	770	0
9152	773	0
9152	786	0
9152	788	0.02
9152	789	0.37
9153	758	10.56
9153	759	13.43
9153	762	0
9153	773	1.83
9153	789	0
9159	759	43
9159	762	3.4
9159	789	0.4
9160	758	2.19
9160	759	8.97
9160	762	0.38
9160	770	0
9160	789	0.51
9176	731	0.1
9176	741	0.02
9176	743	0.02
9176	749	1.72
9176	750	0
9176	751	0
9176	752	0
9176	753	0
9176	770	0.01
9176	773	0.02
9176	786	0.05
9176	788	0.06
9176	789	0
9176	794	0
9181	731	0
9181	740	0
9181	741	0
9181	742	0
9181	743	0
9181	745	0
9181	749	0
9181	750	0
9181	751	0
9181	752	0
9181	753	0
9181	759	0
9181	762	0
9181	770	0
9181	773	0.64
9181	786	0.07
9181	788	0
9181	789	0.01
9181	794	0
9184	731	0
9184	740	0
9184	741	0
9184	742	0
9184	743	0
9184	745	0
9184	749	0
9184	750	0.04
9184	751	0.01
9184	752	0
9184	753	0
9184	759	0
9184	762	0
9184	770	0
9184	773	0
9184	788	0
9184	789	0
9184	794	0
9190	770	0
9190	773	0
9190	786	0
9190	789	2.47
9191	731	2.13
9191	740	0
9191	741	0
9191	742	0
9191	743	0
9191	745	0
9191	749	2.98
9191	750	0
9191	751	2.54
9191	752	0
9191	753	0
9191	759	0
9191	762	0
9191	770	0
9191	773	0
9191	788	0
9191	789	0.69
9191	794	0
9193	773	2.8
9195	749	0
9195	750	0
9195	751	0
9195	752	0
9195	753	0
9195	773	0.56
9195	794	0
9200	749	0
9200	750	0
9200	751	0
9200	752	0
9200	753	0
9200	759	27.25
9200	762	15.32
9200	770	0
9200	773	0.19
9200	786	0.13
9200	788	0.15
9200	789	0.45
9200	794	0
9202	731	0
9202	740	0
9202	741	0
9202	742	0
9202	743	0
9202	745	0
9202	749	0
9202	750	0
9202	751	0
9202	753	0
9202	759	21.87
9202	762	7.1
9202	770	0
9202	773	0.7
9202	786	0.01
9202	788	0.01
9202	789	0.2
9202	794	0
9206	731	0
9206	758	0.17
9206	759	11.95
9206	762	2.14
9206	770	0
9206	773	0
9206	786	0
9206	788	0.05
9206	789	0.25
9209	731	0
9209	758	0.05
9209	759	16.38
9209	762	2.56
9209	789	0.4
9215	759	26.21
9215	762	3.27
9218	759	7.94
9218	762	10.02
9218	770	0
9218	773	0
9218	786	0
9218	788	0
9218	789	0
9221	758	0.02
9221	759	17.11
9221	762	1.37
9221	770	0
9221	773	0
9221	786	0
9221	789	0.29
9225	759	22.01
9225	762	3.61
9225	786	0
9225	788	0.11
9225	789	0
9226	770	0.01
9226	773	0.02
9226	786	0.01
9226	788	0.02
9226	789	0
9236	731	1.92
9236	740	0
9236	741	0
9236	742	0
9236	743	0
9236	745	0
9236	749	4.92
9236	750	1.04
9236	751	2.34
9236	752	0
9236	753	0.3
9236	759	0
9236	762	0
9236	770	0
9236	773	0
9236	786	0.22
9236	788	0
9236	789	0.66
9236	794	0
9252	731	2.06
9252	740	0
9252	741	0
9252	742	0
9252	743	0
9252	745	0
9252	749	0.27
9252	750	0.59
9252	751	3.76
9252	752	0.02
9252	753	0.17
9252	759	0
9252	762	0
9252	770	0
9252	773	0
9252	785	0.3
9252	786	0
9252	788	0
9252	789	0.84
9252	794	0
9266	731	0
9266	740	0
9266	741	0
9266	742	0
9266	743	0
9266	745	0
9266	749	0
9266	750	0
9266	751	0
9266	752	0
9266	753	0
9266	759	0
9266	762	0
9266	770	0
9266	773	0.01
9266	786	0
9266	788	0.01
9266	789	0.14
9266	794	0
9273	789	0
9276	770	0
9276	773	0
9276	786	0.4
9276	788	3.36
9276	789	5.8
9279	731	5.63
9279	740	0
9279	741	0
9279	742	0
9279	743	0
9279	745	0.31
9279	749	2.89
9279	750	0.24
9279	751	3.2
9279	752	0.76
9279	753	0.4
9279	759	0
9279	762	0
9279	770	0
9279	773	0
9279	786	0
9279	788	0
9279	789	0.9
9279	794	0.09
9286	749	0.4
9286	750	0.16
9286	751	0.08
9286	752	0
9286	753	0
9286	770	0
9286	773	0
9286	786	0
9286	788	0
9286	789	0
9286	794	0.17
9287	785	0.65
9287	786	0.18
9287	789	4.86
9291	731	0.71
9291	740	0
9291	741	0.04
9291	742	0
9291	743	0
9291	745	0
9291	749	0
9291	750	0
9291	751	0
9291	752	0
9291	753	0
9291	759	0
9291	762	0
9291	770	0
9291	773	0.01
9291	786	0.01
9291	788	0.01
9291	789	1.8
9291	794	0
9295	759	8.4
9295	762	24.72
9296	749	0.75
9296	750	0
9296	751	0.67
9296	752	0
9296	753	0
9296	770	0
9296	773	0
9296	786	0
9296	788	0
9296	789	0
9296	794	0
9297	786	2.71
9297	789	2.4
9298	731	0.03
9298	740	0
9298	741	0.01
9298	742	0
9298	743	0.01
9298	745	0
9298	749	0.42
9298	750	0
9298	751	0.1
9298	752	0
9298	753	0
9298	759	0
9298	762	0
9298	770	0
9298	773	0.01
9298	786	0.01
9298	788	0.01
9298	789	0.25
9298	794	0
9302	731	45.77
9302	740	0.31
9302	741	1.32
9302	742	0.13
9302	743	0.98
9302	745	0.12
9302	749	1.31
9302	750	0.46
9302	751	3.52
9302	752	0
9302	753	0.54
9302	759	0
9302	762	0
9302	770	0
9302	773	0
9302	785	0
9302	786	0.06
9302	788	0
9302	789	1.05
9302	794	0
9307	749	2.17
9307	750	0
9307	751	0.51
9307	752	0.6
9307	753	0
9307	794	0
9315	786	0
9315	788	0
9315	789	0
9316	731	1.68
9316	740	0.11
9316	741	0.31
9316	742	0.01
9316	743	24.85
9316	745	0.05
9316	749	3.11
9316	750	0.78
9316	751	0.42
9316	752	0.15
9316	753	0.11
9316	759	0
9316	762	0.26
9316	770	0
9316	773	0
9316	785	0
9316	786	0.5
9316	788	0.04
9316	789	1.11
9316	794	0.03
9318	731	1.27
9318	741	0.02
9318	743	19.32
9318	770	0.01
9318	773	0.02
9318	786	0.49
9318	788	0.35
9318	789	0.46
9326	731	0
9326	740	0
9326	741	0
9326	742	0
9326	743	0
9326	745	0
9326	749	0
9326	750	0
9326	751	0
9326	752	0
9326	753	0
9326	759	0
9326	762	0
9326	770	0
9326	773	0.46
9326	786	0.45
9326	788	0
9326	789	0
9326	794	0
9370	749	1.87
9370	750	0
9370	751	0
9370	752	0
9370	753	0
9370	770	0
9370	773	0
9370	786	0
9370	788	0
9370	789	0
9370	794	0
9404	758	0
9404	759	0.78
9404	762	17.19
9404	770	0
9404	789	0
9430	731	0
9430	740	0
9430	741	0
9430	742	0
9430	743	0
9430	745	0
9430	749	0
9430	750	0
9430	751	0
9430	752	0
9430	753	0
9430	759	0
9430	762	0
9430	770	0
9430	773	0
9430	788	0
9430	789	0
9430	794	0
9442	731	2.4
9442	740	0
9442	741	0.81
9442	742	0
9442	743	0.09
9442	745	0
9442	751	0
9442	788	0
9442	789	1.11
9445	731	0
9445	740	0
9445	741	0
9445	742	0
9445	743	0
9445	745	0
9445	749	0
9445	750	0
9445	751	0.64
9445	752	0
9445	753	0
9445	759	0
9445	762	0
9445	770	0
9445	773	0
9445	788	0
9445	789	0
9445	794	0
9500	731	4.91
9500	740	0
9500	741	0.01
9500	742	0
9500	743	0.01
9500	745	0.07
9500	749	2
9500	750	0.37
9500	751	9.83
9500	752	0
9500	753	0.13
9500	759	0
9500	762	0
9500	770	0
9500	773	0.01
9500	788	0.01
9500	789	3.86
9500	794	0
9501	731	0
9501	740	0
9501	741	0
9501	742	0
9501	743	0
9501	745	0
9501	749	0.59
9501	750	0.35
9501	751	5.51
9501	752	0
9501	753	0.19
9501	759	0
9501	762	0
9501	770	0
9501	773	0
9501	788	0
9501	789	3.69
9501	794	0
9502	740	0
9502	741	0
9502	742	0
9502	743	0
9502	745	0
9502	749	1.87
9502	750	0.71
9502	751	7.11
9502	752	0.01
9502	753	0.24
9502	759	0
9502	762	0
9502	770	0
9502	773	0
9502	786	0
9502	788	0
9502	789	2.54
9502	794	0
9503	731	1.22
9503	740	0
9503	741	0
9503	742	0
9503	743	0
9503	745	0
9503	749	1.39
9503	750	0.67
9503	751	6.04
9503	752	0
9503	753	0.11
9503	759	0
9503	762	0
9503	770	0
9503	773	0
9503	786	0
9503	788	0
9503	789	3.8
9503	794	0
9504	731	0.79
9504	740	0
9504	741	0.01
9504	742	0
9504	743	0.01
9504	745	0
9504	749	0.75
9504	750	1.14
9504	751	5.55
9504	752	0
9504	753	1.93
9504	759	0
9504	762	0
9504	770	0
9504	773	0.01
9504	788	0.01
9504	789	2.35
9504	794	0
11001	770	0
11001	773	0
11001	786	0
11001	788	0
11001	789	1.7
11004	785	0
11004	786	0
11004	788	0.55
11004	789	0.88
11006	785	0
11006	786	0
11006	788	0
11006	789	0
11007	762	12.5
11007	770	7.48
11007	773	2.3
11011	785	5.7
11011	786	1.39
11011	788	0
11011	789	13.98
11012	789	15.16
11025	785	0
11025	786	0
11025	788	0
11025	789	0
11031	785	0
11031	786	0
11031	789	0
11043	773	0
11043	786	0.33
11043	788	0
11043	789	0.15
11052	749	0
11052	750	0
11052	751	0
11052	752	0
11052	753	0
11052	770	0
11052	773	0.13
11052	786	0.45
11052	788	0.13
11052	789	2.73
11052	794	0
11053	731	0.02
11053	741	0.02
11053	743	0.02
11053	786	0
11053	788	0.08
11053	789	2.84
11056	770	0
11056	773	0
11056	786	0.02
11056	788	0
11056	789	1.49
11060	786	0.24
11060	789	1.3
11061	786	0.26
11061	789	1.25
11080	749	0
11080	750	0
11080	751	0
11080	752	0
11080	753	0
11080	770	0
11080	773	0.37
11080	786	0
11080	788	0
11080	789	0.13
11080	794	0
11088	749	14.29
11088	750	15.47
11088	751	28.96
11088	752	0
11088	753	0
11088	770	0
11088	773	0
11088	786	0
11088	788	2.6
11088	789	2
11088	794	4.15
11089	749	8.16
11089	750	4.65
11089	751	7.82
11089	752	0
11089	753	0
11089	794	0
11090	731	0
11090	740	0
11090	741	0
11090	742	0
11090	743	0
11090	745	0
11090	749	0
11090	750	0
11090	751	0
11090	752	0
11090	753	0
11090	759	0
11090	762	0
11090	770	0
11090	773	0.8
11090	786	7.84
11090	788	0.06
11090	789	3.26
11090	794	0
11091	731	0
11091	740	0
11091	741	0
11091	742	0
11091	743	0
11091	745	0
11091	749	0
11091	750	0
11091	751	0
11091	752	0
11091	753	0
11091	759	0
11091	762	0
11091	770	0
11091	773	0
11091	786	1.06
11091	788	0
11091	789	1.33
11091	794	0
11092	786	2.49
11092	789	2.4
11096	731	0
11096	740	0
11096	741	0
11096	742	0
11096	743	0
11096	745	0
11096	749	0
11096	750	0
11096	751	0
11096	752	0
